name,type,lat,lon
1916,H,185000.0,6670000.0
1917,H,190000.0,6670000.0
1918,H,195000.0,6670000.0
1919,H,200000.0,6670000.0
1920,H,205000.0,6670000.0
1921,H,210000.0,6670000.0
1922,H,215000.0,6670000.0
1923,H,220000.0,6670000.0
1924,H,225000.0,6670000.0
1925,H,230000.0,6670000.0
1926,H,235000.0,6670000.0
1927,H,240000.0,6670000.0
1928,H,245000.0,6670000.0
1929,H,250000.0,6670000.0
1930,H,255000.0,6670000.0
1931,H,260000.0,6670000.0
1932,H,265000.0,6670000.0
1933,H,270000.0,6670000.0
1934,H,275000.0,6670000.0
1935,H,280000.0,6670000.0
1936,H,285000.0,6670000.0
1937,H,290000.0,6670000.0
1938,H,295000.0,6670000.0
1939,H,300000.0,6670000.0
1940,H,305000.0,6670000.0
1941,H,310000.0,6670000.0
1942,H,315000.0,6670000.0
1943,H,320000.0,6670000.0
1944,H,325000.0,6670000.0
1945,H,330000.0,6670000.0
1946,H,335000.0,6670000.0
1947,H,340000.0,6670000.0
1948,H,345000.0,6670000.0
1949,H,350000.0,6670000.0
1950,H,355000.0,6670000.0
1951,H,360000.0,6670000.0
1952,H,365000.0,6670000.0
1953,H,370000.0,6670000.0
1954,H,375000.0,6670000.0
1955,H,380000.0,6670000.0
1956,H,385000.0,6670000.0
1957,H,390000.0,6670000.0
1958,H,395000.0,6670000.0
1959,H,400000.0,6670000.0
1960,H,405000.0,6670000.0
1961,H,410000.0,6670000.0
1962,H,415000.0,6670000.0
1963,H,420000.0,6670000.0
1964,H,425000.0,6670000.0
1965,H,430000.0,6670000.0
1966,H,435000.0,6670000.0
1967,H,440000.0,6670000.0
1968,H,445000.0,6670000.0
2048,H,170000.0,6675000.0
2050,H,180000.0,6675000.0
2051,H,185000.0,6675000.0
2052,H,190000.0,6675000.0
2053,H,195000.0,6675000.0
2054,H,200000.0,6675000.0
2055,H,205000.0,6675000.0
2056,H,210000.0,6675000.0
2057,H,215000.0,6675000.0
2058,H,220000.0,6675000.0
2059,H,225000.0,6675000.0
2060,H,230000.0,6675000.0
2061,H,235000.0,6675000.0
2062,H,240000.0,6675000.0
2063,H,245000.0,6675000.0
2064,H,250000.0,6675000.0
2065,H,255000.0,6675000.0
2066,H,260000.0,6675000.0
2067,H,265000.0,6675000.0
2068,H,270000.0,6675000.0
2069,H,275000.0,6675000.0
2070,H,280000.0,6675000.0
2071,H,285000.0,6675000.0
2072,H,290000.0,6675000.0
2073,H,295000.0,6675000.0
2074,H,300000.0,6675000.0
2075,H,305000.0,6675000.0
2076,H,310000.0,6675000.0
2077,H,315000.0,6675000.0
2078,H,320000.0,6675000.0
2079,H,325000.0,6675000.0
2080,H,330000.0,6675000.0
2081,H,335000.0,6675000.0
2082,H,340000.0,6675000.0
2083,H,345000.0,6675000.0
2084,H,350000.0,6675000.0
2085,H,355000.0,6675000.0
2086,H,360000.0,6675000.0
2087,H,365000.0,6675000.0
2088,H,370000.0,6675000.0
2089,H,375000.0,6675000.0
2090,H,380000.0,6675000.0
2091,H,385000.0,6675000.0
2092,H,390000.0,6675000.0
2093,H,395000.0,6675000.0
2094,H,400000.0,6675000.0
2095,H,405000.0,6675000.0
2096,H,410000.0,6675000.0
2097,H,415000.0,6675000.0
2098,H,420000.0,6675000.0
2099,H,425000.0,6675000.0
2100,H,430000.0,6675000.0
2101,H,435000.0,6675000.0
2102,H,440000.0,6675000.0
2103,H,445000.0,6675000.0
2183,H,170000.0,6680000.0
2184,H,175000.0,6680000.0
2185,H,180000.0,6680000.0
2186,H,185000.0,6680000.0
2187,H,190000.0,6680000.0
2188,H,195000.0,6680000.0
2189,H,200000.0,6680000.0
2190,H,205000.0,6680000.0
2191,H,210000.0,6680000.0
2192,H,215000.0,6680000.0
2193,H,220000.0,6680000.0
2194,H,225000.0,6680000.0
2195,H,230000.0,6680000.0
2196,H,235000.0,6680000.0
2197,H,240000.0,6680000.0
2198,H,245000.0,6680000.0
2199,H,250000.0,6680000.0
2200,H,255000.0,6680000.0
2201,H,260000.0,6680000.0
2202,H,265000.0,6680000.0
2203,H,270000.0,6680000.0
2204,H,275000.0,6680000.0
2205,H,280000.0,6680000.0
2206,H,285000.0,6680000.0
2207,H,290000.0,6680000.0
2208,H,295000.0,6680000.0
2209,H,300000.0,6680000.0
2210,H,305000.0,6680000.0
2211,H,310000.0,6680000.0
2212,H,315000.0,6680000.0
2213,H,320000.0,6680000.0
2214,H,325000.0,6680000.0
2215,H,330000.0,6680000.0
2216,H,335000.0,6680000.0
2217,H,340000.0,6680000.0
2218,H,345000.0,6680000.0
2219,H,350000.0,6680000.0
2220,H,355000.0,6680000.0
2221,H,360000.0,6680000.0
2222,H,365000.0,6680000.0
2223,H,370000.0,6680000.0
2224,H,375000.0,6680000.0
2225,H,380000.0,6680000.0
2226,H,385000.0,6680000.0
2227,H,390000.0,6680000.0
2228,H,395000.0,6680000.0
2229,H,400000.0,6680000.0
2230,H,405000.0,6680000.0
2231,H,410000.0,6680000.0
2232,H,415000.0,6680000.0
2233,H,420000.0,6680000.0
2234,H,425000.0,6680000.0
2235,H,430000.0,6680000.0
2236,H,435000.0,6680000.0
2237,H,440000.0,6680000.0
2238,H,445000.0,6680000.0
2239,H,450000.0,6680000.0
2240,H,455000.0,6680000.0
2241,H,460000.0,6680000.0
2242,H,465000.0,6680000.0
2244,H,475000.0,6680000.0
2250,H,505000.0,6680000.0
2251,H,510000.0,6680000.0
2320,H,180000.0,6685000.0
2321,H,185000.0,6685000.0
2322,H,190000.0,6685000.0
2323,H,195000.0,6685000.0
2324,H,200000.0,6685000.0
2325,H,205000.0,6685000.0
2326,H,210000.0,6685000.0
2327,H,215000.0,6685000.0
2328,H,220000.0,6685000.0
2329,H,225000.0,6685000.0
2330,H,230000.0,6685000.0
2331,H,235000.0,6685000.0
2332,H,240000.0,6685000.0
2333,H,245000.0,6685000.0
2334,H,250000.0,6685000.0
2335,H,255000.0,6685000.0
2336,H,260000.0,6685000.0
2337,H,265000.0,6685000.0
2338,H,270000.0,6685000.0
2339,H,275000.0,6685000.0
2340,H,280000.0,6685000.0
2341,H,285000.0,6685000.0
2342,H,290000.0,6685000.0
2343,H,295000.0,6685000.0
2344,H,300000.0,6685000.0
2345,H,305000.0,6685000.0
2346,H,310000.0,6685000.0
2347,H,315000.0,6685000.0
2348,H,320000.0,6685000.0
2349,H,325000.0,6685000.0
2350,H,330000.0,6685000.0
2351,H,335000.0,6685000.0
2352,H,340000.0,6685000.0
2353,H,345000.0,6685000.0
2354,H,350000.0,6685000.0
2355,H,355000.0,6685000.0
2356,H,360000.0,6685000.0
2357,H,365000.0,6685000.0
2358,H,370000.0,6685000.0
2359,H,375000.0,6685000.0
2360,H,380000.0,6685000.0
2361,H,385000.0,6685000.0
2362,H,390000.0,6685000.0
2363,H,395000.0,6685000.0
2364,H,400000.0,6685000.0
2365,H,405000.0,6685000.0
2366,H,410000.0,6685000.0
2367,H,415000.0,6685000.0
2368,H,420000.0,6685000.0
2369,H,425000.0,6685000.0
2370,H,430000.0,6685000.0
2371,H,435000.0,6685000.0
2372,H,440000.0,6685000.0
2373,H,445000.0,6685000.0
2374,H,450000.0,6685000.0
2375,H,455000.0,6685000.0
2376,H,460000.0,6685000.0
2377,H,465000.0,6685000.0
2378,H,470000.0,6685000.0
2381,H,485000.0,6685000.0
2389,H,525000.0,6685000.0
2454,H,175000.0,6690000.0
2455,H,180000.0,6690000.0
2456,H,185000.0,6690000.0
2457,H,190000.0,6690000.0
2458,H,195000.0,6690000.0
2459,H,200000.0,6690000.0
2460,H,205000.0,6690000.0
2461,H,210000.0,6690000.0
2462,H,215000.0,6690000.0
2463,H,220000.0,6690000.0
2464,H,225000.0,6690000.0
2465,H,230000.0,6690000.0
2466,H,235000.0,6690000.0
2467,H,240000.0,6690000.0
2468,H,245000.0,6690000.0
2469,H,250000.0,6690000.0
2470,H,255000.0,6690000.0
2471,H,260000.0,6690000.0
2472,H,265000.0,6690000.0
2473,H,270000.0,6690000.0
2474,H,275000.0,6690000.0
2475,H,280000.0,6690000.0
2476,H,285000.0,6690000.0
2477,H,290000.0,6690000.0
2478,H,295000.0,6690000.0
2479,H,300000.0,6690000.0
2480,H,305000.0,6690000.0
2481,H,310000.0,6690000.0
2482,H,315000.0,6690000.0
2483,H,320000.0,6690000.0
2484,H,325000.0,6690000.0
2485,H,330000.0,6690000.0
2486,H,335000.0,6690000.0
2487,H,340000.0,6690000.0
2488,H,345000.0,6690000.0
2489,H,350000.0,6690000.0
2490,H,355000.0,6690000.0
2491,H,360000.0,6690000.0
2492,H,365000.0,6690000.0
2493,H,370000.0,6690000.0
2494,H,375000.0,6690000.0
2495,H,380000.0,6690000.0
2496,H,385000.0,6690000.0
2497,H,390000.0,6690000.0
2498,H,395000.0,6690000.0
2499,H,400000.0,6690000.0
2500,H,405000.0,6690000.0
2501,H,410000.0,6690000.0
2502,H,415000.0,6690000.0
2503,H,420000.0,6690000.0
2504,H,425000.0,6690000.0
2505,H,430000.0,6690000.0
2506,H,435000.0,6690000.0
2507,H,440000.0,6690000.0
2508,H,445000.0,6690000.0
2509,H,450000.0,6690000.0
2510,H,455000.0,6690000.0
2511,H,460000.0,6690000.0
2512,H,465000.0,6690000.0
2513,H,470000.0,6690000.0
2514,H,475000.0,6690000.0
2515,H,480000.0,6690000.0
2516,H,485000.0,6690000.0
2518,H,495000.0,6690000.0
2519,H,500000.0,6690000.0
2523,H,520000.0,6690000.0
2589,H,175000.0,6695000.0
2590,H,180000.0,6695000.0
2591,H,185000.0,6695000.0
2592,H,190000.0,6695000.0
2593,H,195000.0,6695000.0
2594,H,200000.0,6695000.0
2595,H,205000.0,6695000.0
2596,H,210000.0,6695000.0
2597,H,215000.0,6695000.0
2598,H,220000.0,6695000.0
2599,H,225000.0,6695000.0
2600,H,230000.0,6695000.0
2601,H,235000.0,6695000.0
2602,H,240000.0,6695000.0
2603,H,245000.0,6695000.0
2604,H,250000.0,6695000.0
2605,H,255000.0,6695000.0
2606,H,260000.0,6695000.0
2607,H,265000.0,6695000.0
2608,H,270000.0,6695000.0
2609,H,275000.0,6695000.0
2610,H,280000.0,6695000.0
2611,H,285000.0,6695000.0
2612,H,290000.0,6695000.0
2613,H,295000.0,6695000.0
2614,H,300000.0,6695000.0
2615,H,305000.0,6695000.0
2616,H,310000.0,6695000.0
2617,H,315000.0,6695000.0
2618,H,320000.0,6695000.0
2619,H,325000.0,6695000.0
2620,H,330000.0,6695000.0
2621,H,335000.0,6695000.0
2622,H,340000.0,6695000.0
2623,H,345000.0,6695000.0
2624,H,350000.0,6695000.0
2625,H,355000.0,6695000.0
2626,H,360000.0,6695000.0
2627,H,365000.0,6695000.0
2628,H,370000.0,6695000.0
2629,H,375000.0,6695000.0
2630,H,380000.0,6695000.0
2631,H,385000.0,6695000.0
2632,H,390000.0,6695000.0
2633,H,395000.0,6695000.0
2634,H,400000.0,6695000.0
2635,H,405000.0,6695000.0
2636,H,410000.0,6695000.0
2637,H,415000.0,6695000.0
2638,H,420000.0,6695000.0
2639,H,425000.0,6695000.0
2640,H,430000.0,6695000.0
2641,H,435000.0,6695000.0
2642,H,440000.0,6695000.0
2643,H,445000.0,6695000.0
2644,H,450000.0,6695000.0
2645,H,455000.0,6695000.0
2646,H,460000.0,6695000.0
2647,H,465000.0,6695000.0
2648,H,470000.0,6695000.0
2649,H,475000.0,6695000.0
2650,H,480000.0,6695000.0
2651,H,485000.0,6695000.0
2652,H,490000.0,6695000.0
2653,H,495000.0,6695000.0
2654,H,500000.0,6695000.0
2655,H,505000.0,6695000.0
2657,H,515000.0,6695000.0
2658,H,520000.0,6695000.0
2659,H,525000.0,6695000.0
2724,H,175000.0,6700000.0
2725,H,180000.0,6700000.0
2726,H,185000.0,6700000.0
2727,H,190000.0,6700000.0
2728,H,195000.0,6700000.0
2729,H,200000.0,6700000.0
2730,H,205000.0,6700000.0
2731,H,210000.0,6700000.0
2732,H,215000.0,6700000.0
2733,H,220000.0,6700000.0
2734,H,225000.0,6700000.0
2735,H,230000.0,6700000.0
2736,H,235000.0,6700000.0
2737,H,240000.0,6700000.0
2738,H,245000.0,6700000.0
2739,H,250000.0,6700000.0
2740,H,255000.0,6700000.0
2741,H,260000.0,6700000.0
2742,H,265000.0,6700000.0
2743,H,270000.0,6700000.0
2744,H,275000.0,6700000.0
2745,H,280000.0,6700000.0
2746,H,285000.0,6700000.0
2747,H,290000.0,6700000.0
2748,H,295000.0,6700000.0
2749,H,300000.0,6700000.0
2750,H,305000.0,6700000.0
2751,H,310000.0,6700000.0
2752,H,315000.0,6700000.0
2753,H,320000.0,6700000.0
2754,H,325000.0,6700000.0
2755,H,330000.0,6700000.0
2756,H,335000.0,6700000.0
2757,H,340000.0,6700000.0
2758,H,345000.0,6700000.0
2759,H,350000.0,6700000.0
2760,H,355000.0,6700000.0
2761,H,360000.0,6700000.0
2762,H,365000.0,6700000.0
2763,H,370000.0,6700000.0
2764,H,375000.0,6700000.0
2765,H,380000.0,6700000.0
2766,H,385000.0,6700000.0
2767,H,390000.0,6700000.0
2768,H,395000.0,6700000.0
2769,H,400000.0,6700000.0
2770,H,405000.0,6700000.0
2771,H,410000.0,6700000.0
2772,H,415000.0,6700000.0
2773,H,420000.0,6700000.0
2774,H,425000.0,6700000.0
2775,H,430000.0,6700000.0
2776,H,435000.0,6700000.0
2777,H,440000.0,6700000.0
2778,H,445000.0,6700000.0
2779,H,450000.0,6700000.0
2780,H,455000.0,6700000.0
2781,H,460000.0,6700000.0
2782,H,465000.0,6700000.0
2783,H,470000.0,6700000.0
2784,H,475000.0,6700000.0
2785,H,480000.0,6700000.0
2786,H,485000.0,6700000.0
2787,H,490000.0,6700000.0
2788,H,495000.0,6700000.0
2789,H,500000.0,6700000.0
2790,H,505000.0,6700000.0
2791,H,510000.0,6700000.0
2792,H,515000.0,6700000.0
2793,H,520000.0,6700000.0
2794,H,525000.0,6700000.0
2795,H,530000.0,6700000.0
2796,H,535000.0,6700000.0
2797,H,540000.0,6700000.0
2859,H,175000.0,6705000.0
2860,H,180000.0,6705000.0
2861,H,185000.0,6705000.0
2862,H,190000.0,6705000.0
2863,H,195000.0,6705000.0
2864,H,200000.0,6705000.0
2865,H,205000.0,6705000.0
2866,H,210000.0,6705000.0
2867,H,215000.0,6705000.0
2868,H,220000.0,6705000.0
2869,H,225000.0,6705000.0
2870,H,230000.0,6705000.0
2871,H,235000.0,6705000.0
2872,H,240000.0,6705000.0
2873,H,245000.0,6705000.0
2874,H,250000.0,6705000.0
2875,H,255000.0,6705000.0
2876,H,260000.0,6705000.0
2877,H,265000.0,6705000.0
2878,H,270000.0,6705000.0
2879,H,275000.0,6705000.0
2880,H,280000.0,6705000.0
2881,H,285000.0,6705000.0
2882,H,290000.0,6705000.0
2883,H,295000.0,6705000.0
2884,H,300000.0,6705000.0
2885,H,305000.0,6705000.0
2886,H,310000.0,6705000.0
2887,H,315000.0,6705000.0
2888,H,320000.0,6705000.0
2889,H,325000.0,6705000.0
2890,H,330000.0,6705000.0
2891,H,335000.0,6705000.0
2892,H,340000.0,6705000.0
2893,H,345000.0,6705000.0
2894,H,350000.0,6705000.0
2895,H,355000.0,6705000.0
2896,H,360000.0,6705000.0
2897,H,365000.0,6705000.0
2898,H,370000.0,6705000.0
2899,H,375000.0,6705000.0
2900,H,380000.0,6705000.0
2901,H,385000.0,6705000.0
2902,H,390000.0,6705000.0
2903,H,395000.0,6705000.0
2904,H,400000.0,6705000.0
2905,H,405000.0,6705000.0
2906,H,410000.0,6705000.0
2907,H,415000.0,6705000.0
2908,H,420000.0,6705000.0
2909,H,425000.0,6705000.0
2910,H,430000.0,6705000.0
2911,H,435000.0,6705000.0
2912,H,440000.0,6705000.0
2913,H,445000.0,6705000.0
2914,H,450000.0,6705000.0
2915,H,455000.0,6705000.0
2916,H,460000.0,6705000.0
2917,H,465000.0,6705000.0
2918,H,470000.0,6705000.0
2919,H,475000.0,6705000.0
2920,H,480000.0,6705000.0
2921,H,485000.0,6705000.0
2922,H,490000.0,6705000.0
2923,H,495000.0,6705000.0
2924,H,500000.0,6705000.0
2925,H,505000.0,6705000.0
2926,H,510000.0,6705000.0
2927,H,515000.0,6705000.0
2928,H,520000.0,6705000.0
2929,H,525000.0,6705000.0
2930,H,530000.0,6705000.0
2931,H,535000.0,6705000.0
2932,H,540000.0,6705000.0
2994,H,175000.0,6710000.0
2995,H,180000.0,6710000.0
2996,H,185000.0,6710000.0
2997,H,190000.0,6710000.0
2998,H,195000.0,6710000.0
2999,H,200000.0,6710000.0
3000,H,205000.0,6710000.0
3001,H,210000.0,6710000.0
3002,H,215000.0,6710000.0
3003,H,220000.0,6710000.0
3004,H,225000.0,6710000.0
3005,H,230000.0,6710000.0
3006,H,235000.0,6710000.0
3007,H,240000.0,6710000.0
3008,H,245000.0,6710000.0
3009,H,250000.0,6710000.0
3010,H,255000.0,6710000.0
3011,H,260000.0,6710000.0
3012,H,265000.0,6710000.0
3013,H,270000.0,6710000.0
3014,H,275000.0,6710000.0
3015,H,280000.0,6710000.0
3016,H,285000.0,6710000.0
3017,H,290000.0,6710000.0
3018,H,295000.0,6710000.0
3019,H,300000.0,6710000.0
3020,H,305000.0,6710000.0
3021,H,310000.0,6710000.0
3022,H,315000.0,6710000.0
3023,H,320000.0,6710000.0
3024,H,325000.0,6710000.0
3025,H,330000.0,6710000.0
3026,H,335000.0,6710000.0
3027,H,340000.0,6710000.0
3028,H,345000.0,6710000.0
3029,H,350000.0,6710000.0
3030,H,355000.0,6710000.0
3031,H,360000.0,6710000.0
3032,H,365000.0,6710000.0
3033,H,370000.0,6710000.0
3034,H,375000.0,6710000.0
3035,H,380000.0,6710000.0
3036,H,385000.0,6710000.0
3037,H,390000.0,6710000.0
3038,H,395000.0,6710000.0
3039,H,400000.0,6710000.0
3040,H,405000.0,6710000.0
3041,H,410000.0,6710000.0
3042,H,415000.0,6710000.0
3043,H,420000.0,6710000.0
3044,H,425000.0,6710000.0
3045,H,430000.0,6710000.0
3046,H,435000.0,6710000.0
3047,H,440000.0,6710000.0
3048,H,445000.0,6710000.0
3049,H,450000.0,6710000.0
3050,H,455000.0,6710000.0
3051,H,460000.0,6710000.0
3052,H,465000.0,6710000.0
3053,H,470000.0,6710000.0
3054,H,475000.0,6710000.0
3055,H,480000.0,6710000.0
3056,H,485000.0,6710000.0
3057,H,490000.0,6710000.0
3058,H,495000.0,6710000.0
3059,H,500000.0,6710000.0
3060,H,505000.0,6710000.0
3061,H,510000.0,6710000.0
3062,H,515000.0,6710000.0
3063,H,520000.0,6710000.0
3064,H,525000.0,6710000.0
3065,H,530000.0,6710000.0
3066,H,535000.0,6710000.0
3067,H,540000.0,6710000.0
3068,H,545000.0,6710000.0
3130,H,180000.0,6715000.0
3131,H,185000.0,6715000.0
3132,H,190000.0,6715000.0
3133,H,195000.0,6715000.0
3134,H,200000.0,6715000.0
3135,H,205000.0,6715000.0
3136,H,210000.0,6715000.0
3137,H,215000.0,6715000.0
3138,H,220000.0,6715000.0
3139,H,225000.0,6715000.0
3140,H,230000.0,6715000.0
3141,H,235000.0,6715000.0
3142,H,240000.0,6715000.0
3143,H,245000.0,6715000.0
3144,H,250000.0,6715000.0
3145,H,255000.0,6715000.0
3146,H,260000.0,6715000.0
3147,H,265000.0,6715000.0
3148,H,270000.0,6715000.0
3149,H,275000.0,6715000.0
3150,H,280000.0,6715000.0
3151,H,285000.0,6715000.0
3152,H,290000.0,6715000.0
3153,H,295000.0,6715000.0
3154,H,300000.0,6715000.0
3155,H,305000.0,6715000.0
3156,H,310000.0,6715000.0
3157,H,315000.0,6715000.0
3158,H,320000.0,6715000.0
3159,H,325000.0,6715000.0
3160,H,330000.0,6715000.0
3161,H,335000.0,6715000.0
3162,H,340000.0,6715000.0
3163,H,345000.0,6715000.0
3164,H,350000.0,6715000.0
3165,H,355000.0,6715000.0
3166,H,360000.0,6715000.0
3167,H,365000.0,6715000.0
3168,H,370000.0,6715000.0
3169,H,375000.0,6715000.0
3170,H,380000.0,6715000.0
3171,H,385000.0,6715000.0
3172,H,390000.0,6715000.0
3173,H,395000.0,6715000.0
3174,H,400000.0,6715000.0
3175,H,405000.0,6715000.0
3176,H,410000.0,6715000.0
3177,H,415000.0,6715000.0
3178,H,420000.0,6715000.0
3179,H,425000.0,6715000.0
3180,H,430000.0,6715000.0
3181,H,435000.0,6715000.0
3182,H,440000.0,6715000.0
3183,H,445000.0,6715000.0
3184,H,450000.0,6715000.0
3185,H,455000.0,6715000.0
3186,H,460000.0,6715000.0
3187,H,465000.0,6715000.0
3188,H,470000.0,6715000.0
3189,H,475000.0,6715000.0
3190,H,480000.0,6715000.0
3191,H,485000.0,6715000.0
3192,H,490000.0,6715000.0
3193,H,495000.0,6715000.0
3194,H,500000.0,6715000.0
3195,H,505000.0,6715000.0
